id,sentence1,label
2002,"When at school , I threw a duster at another child and hit him in the head . The blow caused a flesh wound and I was afraid of what would happen to me when the teacher found out the circumstances .",fear
920,Was caught stealing apples in a neighbor ' s garden .,shame
4575,"One day , I was home and there was a phone call informing me that some of my relatives had died in an accident .",sadness
6533,When they put the blame on me when I scored the third goal at the match .,anger
5457,Someone frightened me in the dark .,fear
796,A close acquaintace cried for me . I felt happy because somebody cared .,joy
3874,"I lived alone in a repulsive area in the city of Rotterdam . I was annoyed , heard a lot of Burglary and assaults . Especially in the evening and the night I frequently felt anxious .",fear
5967,When for the first time I rode on a motorcycle with my brother . He was going so fast that I felt that I would fall off without my brother realizing it .,fear
3186,I felt guilty at being part of the successful people . Felt guilty at being a student when other people were not . Guilt about being a potential success in various areas of society . ( So stupid this emotion ),guilt
5416,Someone borrowed my textbook and deliberately did not return it .,anger
4036,"My boyfriend suffered form ill health for some months , this week the physician told him that he was restored to health .",joy
4838,My son was registered to get admission in grade one of the primary school . The chances of him getting a place there was 1 / 10 . Two weeks later I was informed that he had been enrolled .,joy
2819,"I was attacked , standing in a doorway , by a pack of 5 dogs , alsatians and farm dogs with my escape route blocked by a shut fence .",fear
1915,"When I realised that I had become too emotionally involved with the person I ' m going out with , and when I began to like someone else and questioned whether I really care about person I ' m with .",shame
3572,Tonight in bed when I realised how bad my relationship with my friend was .,sadness
1706,"A friend of mine was telling jokes which I felt to be very disgusting , especially because I was eating .",disgust
2709,I sensed this feeling when I passed successfully the second tour of a competition .,joy
3463,"When I had come home drunk the day after a party , I felt very ashamed in front of my parents .",shame
7601,"My teacher reminded us not to do a Summer job , however I did it for two months . Yesterday I was chatting with my teacher and when we talked of the Summer job , I felt ashamed .",shame
3860,DO NOT REMEMBER .,fear
7152,Article published .,joy
297,When I did not buy what I had promised to .,shame
204,"I felt fear of the purest kind after a car accident . The incident and images of horror kept coming back to my mind . I wondered what could have happened to my sister , my friend and me , though nothing very serious actually happened .",fear
7244,Walking out from the biology building .,fear
759,I overreacted towards my mother and felt ashamed afterwards .,shame
3714,"I was walking alone in the street late at night ( 2 . 30 am ) . It was very quiet . Then a man approached me and said "" Hello "" .",fear
7627,Last night I did not do very well in one of the subjects . Before the result was announced I feared that I would fail . Finally I got a D and as the results of the other subjects were not all good I felt a little sad .,sadness
2979,"The sense of joy comes to me always after a period of depression , as an organic feeling for an upsurge . I don ' t exclude the situative feeling but in this case the reason is not in me , it ' s out of me .",joy
69,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him .,guilt
7001,Misunderstood by a close friend for the wrong reason .,anger
